DELETE	NUMBER - Project	NUMBER - Originator	NUMBER - Volume OR System	NUMBER - Type	NUMBER - Discipline	NUMBER - Series	NUMBER - Level	NUMBER - Zone or Sequence	DRAWING TITLE - Title 1	DRAWING TITLE - Title 2 (Category)		DRAWING TITLE - Title 3	REVIT SHEET NUMBER	DRAWING NUMBER	DRAWING TITLE	OWNERSHIP	STUDIO RESPONSIBILITY	MODEL LOCATION	REVISION OFFSET	CURRENT ACONEX REVISION	TO BE ISSUED REVISION	SCALE	PRINT	TYPE	DISCIPLINE	PHASE	LEVEL	ORIGINATOR	SECTION	200303	200228	200221	200219	200214	200206	200203	200131	200124	200123	200122
									ARCHITECTURAL SERVICES						 - 					9	10				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					9	10				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					9	10				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					9	10				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					9	10				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					9	10				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					9	10				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					9	10				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					9	10				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					9	10				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					9	10				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					9	10				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					9	10				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					9	10				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					9	10				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					9	10				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					9	10				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					9	10				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					9	10				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					9	10				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 					#N/A	#N/A				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
									ARCHITECTURAL SERVICES						 - 						1				Architectural	Design Development	#N/A	COX Architects	#N/A											
