																															Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information 	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Approval	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Early Works
	SFS	COX	01	DR	AR	62	RF	~09	ARCHITECTURAL SERVICES	ROOF DETAILS		SHEET 08	AR62RF09	SFS-COX-01-DR-AR62RF09	ROOF DETAILS - SHEET 08		MELBOURNE	ROOF			1	2	20	A0	2D Drawing	Architectural	Design Development	RF - Roof	COX Architects	01-99 - Default Sequence					X																
	SFS	COX	01	DR	AR	62	RF	~10	ARCHITECTURAL SERVICES	ROOF DETAILS		SHEET 09	AR62RF10	SFS-COX-01-DR-AR62RF10	ROOF DETAILS - SHEET 09		MELBOURNE	ROOF			1	2	20	A0	2D Drawing	Architectural	Design Development	RF - Roof	COX Architects	01-99 - Default Sequence					X																
	SFS	COX	01	DR	AR	62	RF	~11	ARCHITECTURAL SERVICES	ROOF DETAILS		SHEET 10	AR62RF11	SFS-COX-01-DR-AR62RF11	ROOF DETAILS - SHEET 10		MELBOURNE	ROOF			1	2	20	A0	2D Drawing	Architectural	Design Development	RF - Roof	COX Architects	01-99 - Default Sequence					X																
	SFS	COX	01	DR	AR	62	RF	~20	ARCHITECTURAL SERVICES	SUB ROOF DETAILS		SHEET 01	AR62RF20	SFS-COX-01-DR-AR62RF20	SUB ROOF DETAILS - SHEET 01		MELBOURNE	ROOF			0	1	20	A0	2D Drawing	Architectural	Design Development	RF - Roof	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	62	RF	~21	ARCHITECTURAL SERVICES	SUB ROOF DETAILS		SHEET 02	AR62RF21	SFS-COX-01-DR-AR62RF21	SUB ROOF DETAILS - SHEET 02		MELBOURNE	ROOF			0	1	20	A0	2D Drawing	Architectural	Design Development	RF - Roof	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	63	XX	~01	ARCHITECTURAL SERVICES	WALL SECTION DETAILS		SHEET 01	AR63XX01	SFS-COX-01-DR-AR63XX01	WALL SECTION DETAILS - SHEET 01		SYDNEY	ARCHITECTURE			0	1	20	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	64	XX	~01	ARCHITECTURAL SERVICES	PARTITION AND DOOR DETAILS		SHEET 01	AR64XX01	SFS-COX-01-DR-AR64XX01	PARTITION AND DOOR DETAILS - SHEET 01		SYDNEY	ARCHITECTURE			0	1	20	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	65	XX	~01	ARCHITECTURAL SERVICES	JOINERY DETAILS		SHEET 01	AR65XX01	SFS-COX-01-DR-AR65XX01	JOINERY DETAILS - SHEET 01		SYDNEY	ARCHITECTURE			1	2	20	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	65	XX	~02	ARCHITECTURAL SERVICES	JOINERY DETAILS		SHEET 02	AR65XX02	SFS-COX-01-DR-AR65XX02	JOINERY DETAILS - SHEET 02		SYDNEY	ARCHITECTURE			1	2	20	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	DR	AR	65	XX	~03	ARCHITECTURAL SERVICES	JOINERY DETAILS		SHEET 03	AR65XX03	SFS-COX-01-DR-AR65XX03	JOINERY DETAILS - SHEET 03		SYDNEY	ARCHITECTURE			0	1	20	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	65	XX	~04	ARCHITECTURAL SERVICES	JOINERY DETAILS		SHEET 04	AR65XX04	SFS-COX-01-DR-AR65XX04	JOINERY DETAILS - SHEET 04		SYDNEY	ARCHITECTURE			0	1	20	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	65	XX	~05	ARCHITECTURAL SERVICES	JOINERY DETAILS		SHEET 05	AR65XX05	SFS-COX-01-DR-AR65XX05	JOINERY DETAILS - SHEET 05		SYDNEY	ARCHITECTURE			0	1	20	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	66	XX	~01	ARCHITECTURAL SERVICES	PRECAST PANEL DETAILS		-	AR66XX01	SFS-COX-01-DR-AR66XX01	PRECAST PANEL DETAILS		SYDNEY	ARCHITECTURE			0	1	20	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	68	XX	~01	ARCHITECTURAL SERVICES	METALWORK DETAILS		SHEET 01	AR68XX01	SFS-COX-01-DR-AR68XX01	METALWORK DETAILS - SHEET 01		SYDNEY	ARCHITECTURE			0	1	20	A0	2D Drawing	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	RP	AR	70	XX	~04	ARCHITECTURAL SERVICES	DESIGN COMPETITION REPORT		-	AR70XX04	SFS-COX-01-RP-AR70XX04	DESIGN COMPETITION REPORT		SYDNEY	N/A			0	1			Report	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	RE	AR	70	XX	~01	ARCHITECTURAL SERVICES	DESIGN QUERIES REGISTER		-	AR70XX01	SFS-COX-01-RE-AR70XX01	DESIGN QUERIES REGISTER		SYDNEY	N/A			0	1			Schedule	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	RP	AR	70	XX	~05	ARCHITECTURAL SERVICES	DESIGN REPORT		-	AR70XX05	SFS-COX-01-RP-AR70XX05	DESIGN REPORT		SYDNEY	N/A			1	2			Report	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	RP	AR	70	XX	~06	ARCHITECTURAL SERVICES	DESIGN REPORT APPENDIX		-	AR70XX06	SFS-COX-01-RP-AR70XX06	DESIGN REPORT APPENDIX		SYDNEY	N/A			1	2			Report	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	RE	AR	70	XX	~02	ARCHITECTURAL SERVICES	DRAWING REGISTER		-	AR70XX02	SFS-COX-01-RE-AR70XX02	DRAWING REGISTER		SYDNEY	N/A			0	1			Register	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	SH	AR	70	XX	~13	ARCHITECTURAL SERVICES	EXTERNAL FINISHES SCHEDULE		-	AR70XX13	SFS-COX-01-SH-AR70XX13	EXTERNAL FINISHES SCHEDULE		SYDNEY	N/A			0	1			Schedule	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	RP	AR	70	XX	~07	ARCHITECTURAL SERVICES	FIRE ENGINEERING CONCEPT REPORT		-	AR70XX07	SFS-COX-01-RP-AR70XX07	FIRE ENGINEERING CONCEPT REPORT		SYDNEY	N/A			1	2			Report	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	SP	AR	70	XX	~14	ARCHITECTURAL SERVICES	GENERAL SPECIFICATION		-	AR70XX14	SFS-COX-01-SP-AR70XX14	GENERAL SPECIFICATION		SYDNEY	N/A			1	2		A4	Specification	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																	X				
	SFS	COX	01	RP	AR	70	XX	~08	ARCHITECTURAL SERVICES	INTERIOR DESIGN REPORT		-	AR70XX08	SFS-COX-01-RP-AR70XX08	INTERIOR DESIGN REPORT		SYDNEY	N/A			0	1			Report	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	RP	AR	70	XX	~09	ARCHITECTURAL SERVICES	OUTSTANDING DESIGN ITEMS REGISTER		-	AR70XX09	SFS-COX-01-RP-AR70XX09	OUTSTANDING DESIGN ITEMS REGISTER		SYDNEY	N/A			0	1			Register	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	RP	AR	70	XX	~03	ARCHITECTURAL SERVICES	PEDESTRIAN PLANNING REPORT		-	AR70XX03	SFS-COX-01-RP-AR70XX03	PEDESTRIAN PLANNING REPORT		SYDNEY	N/A			1	2			Report	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	RP	AR	70	XX	~10	ARCHITECTURAL SERVICES	SFSR STADIUM ENVELOPE SPECIFICATIONS AND ACOUSTIC CONSIDERATIONS		-	AR70XX10	SFS-COX-01-RP-AR70XX10	SFSR STADIUM ENVELOPE SPECIFICATIONS AND ACOUSTIC CONSIDERATIONS		SYDNEY	N/A			1	2			Report	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	RP	AR	70	XX	~11	ARCHITECTURAL SERVICES	STRUCTURAL ENGINEERING BOWL STRUCTURE REPORT		-	AR70XX11	SFS-COX-01-RP-AR70XX11	STRUCTURAL ENGINEERING BOWL STRUCTURE REPORT		SYDNEY	N/A			1	2			Report	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	RP	AR	70	XX	~12	ARCHITECTURAL SERVICES	STRUCTURAL ENGINEERING SCHEME DESIGN REPORT		-	AR70XX12	SFS-COX-01-RP-AR70XX12	STRUCTURAL ENGINEERING SCHEME DESIGN REPORT		SYDNEY	N/A			1	2			Report	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence															X						
	SFS	COX	01	RP	AR	70	XX	~15	ARCHITECTURAL SERVICES	BLAST VULNERABILITY REPORT		-	AR70XX15	SFS-COX-01-RP-AR70XX15	BLAST VULNERABILITY REPORT			N/A			0	1			Report	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	RP	AR	70	XX	~16	ARCHITECTURAL SERVICES	FLEXIBILITY REPORT 		-	AR70XX16	SFS-COX-01-RP-AR70XX16	FLEXIBILITY REPORT 			N/A			0	1			Report	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	RP	AR	70	XX	~17	ARCHITECTURAL SERVICES	EVENT OVERLAY REPORT		-	AR70XX17	SFS-COX-01-RP-AR70XX17	EVENT OVERLAY REPORT			N/A			0	1			Report	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	RP	AR	70	XX	~18	ARCHITECTURAL SERVICES	LCC DESIGN REPORT		-	AR70XX18	SFS-COX-01-RP-AR70XX18	LCC DESIGN REPORT			N/A			0	1			Report	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	RP	AR	70	XX	~19	ARCHITECTURAL SERVICES	SAFE DESIGN REPORT		-	AR70XX19	SFS-COX-01-RP-AR70XX19	SAFE DESIGN REPORT			N/A			0	1			Report	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	RP	AR	70	XX	~20	ARCHITECTURAL SERVICES	EGRESS DESIGN REPORT		-	AR70XX20	SFS-COX-01-RP-AR70XX20	EGRESS DESIGN REPORT			N/A			0	1			Report	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	RP	AR	70	XX	~21	ARCHITECTURAL SERVICES	SEATING BOWL REPORT		-	AR70XX21	SFS-COX-01-RP-AR70XX21	SEATING BOWL REPORT			N/A			0	1			Report	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	RP	AR	70	XX	~22	ARCHITECTURAL SERVICES	CONVERTIBLE SEATING REPORT		-	AR70XX22	SFS-COX-01-RP-AR70XX22	CONVERTIBLE SEATING REPORT			N/A			0	1			Report	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	RP	AR	70	XX	~23	ARCHITECTURAL SERVICES	PITCH DESIGN REPORT		-	AR70XX23	SFS-COX-01-RP-AR70XX23	PITCH DESIGN REPORT			N/A			0	1			Report	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	RP	AR	70	XX	~24	ARCHITECTURAL SERVICES	MAINTAINABILITY AND ACCESS REPORT		-	AR70XX24	SFS-COX-01-RP-AR70XX24	MAINTAINABILITY AND ACCESS REPORT			N/A			0	1			Report	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	RP	AR	70	XX	~25	ARCHITECTURAL SERVICES	NCC COMPLIANCE REPORT		-	AR70XX25	SFS-COX-01-RP-AR70XX25	NCC COMPLIANCE REPORT			N/A			0	1			Report	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	RP	AR	70	XX	~26	ARCHITECTURAL SERVICES	FIRE ENGINEERING REPORT		-	AR70XX26	SFS-COX-01-RP-AR70XX26	FIRE ENGINEERING REPORT			N/A			0	1			Report	Architectural	Design Development	XX - Level NA	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	80	L0	01	ARCHITECTURAL SERVICES	WAYFINDING		BASEMENT ZONE A	AR80L001	SFS-COX-01-DR-AR80L001	WAYFINDING - BASEMENT ZONE A		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	01 - Building Zone A																					
	SFS	COX	01	DR	AR	80	L0	02	ARCHITECTURAL SERVICES	WAYFINDING		BASEMENT ZONE B	AR80L002	SFS-COX-01-DR-AR80L002	WAYFINDING - BASEMENT ZONE B		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	02 - Building Zone B																					
	SFS	COX	01	DR	AR	80	L1M	01	ARCHITECTURAL SERVICES	WAYFINDING		CONCOURSE MEZZANINE ZONE A	AR80L1M01	SFS-COX-01-DR-AR80L1M01	WAYFINDING - CONCOURSE MEZZANINE ZONE A		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	01 - Building Zone A																					
	SFS	COX	01	DR	AR	80	L1M	02	ARCHITECTURAL SERVICES	WAYFINDING		CONCOURSE MEZZANINE ZONE B	AR80L1M02	SFS-COX-01-DR-AR80L1M02	WAYFINDING - CONCOURSE MEZZANINE ZONE B		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	02 - Building Zone B																					
	SFS	COX	01	DR	AR	80	L1	00	ARCHITECTURAL SERVICES	WAYFINDING		CONCOURSE ROWS	AR80L100	SFS-COX-01-DR-AR80L100	WAYFINDING - CONCOURSE ROWS		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	00 - Whole Site																					
	SFS	COX	01	DR	AR	80	L1	01	ARCHITECTURAL SERVICES	WAYFINDING		CONCOURSE ZONE A	AR80L101	SFS-COX-01-DR-AR80L101	WAYFINDING - CONCOURSE ZONE A		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	01 - Building Zone A																					
	SFS	COX	01	DR	AR	80	L1	02	ARCHITECTURAL SERVICES	WAYFINDING		CONCOURSE ZONE B	AR80L102	SFS-COX-01-DR-AR80L102	WAYFINDING - CONCOURSE ZONE B		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	02 - Building Zone B																					
	SFS	COX	01	DR	AR	80	L2	~01	ARCHITECTURAL SERVICES	WAYFINDING		LEVEL 2 OCR	AR80L201	SFS-COX-01-DR-AR80L201	WAYFINDING - LEVEL 2 OCR		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	80	L2	~02	ARCHITECTURAL SERVICES	WAYFINDING		LEVEL 2 ROWS	AR80L202	SFS-COX-01-DR-AR80L202	WAYFINDING - LEVEL 2 ROWS		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	01-99 - Default Sequence																					
	SFS	COX	01	DR	AR	80	L2	01	ARCHITECTURAL SERVICES	WAYFINDING		LEVEL 2 ZONE A	AR80L201	SFS-COX-01-DR-AR80L201	WAYFINDING - LEVEL 2 ZONE A		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	01 - Building Zone A																					
	SFS	COX	01	DR	AR	80	L2	02	ARCHITECTURAL SERVICES	WAYFINDING		LEVEL 2 ZONE B	AR80L202	SFS-COX-01-DR-AR80L202	WAYFINDING - LEVEL 2 ZONE B		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	02 - Building Zone B																					
	SFS	COX	01	DR	AR	80	L3	00	ARCHITECTURAL SERVICES	WAYFINDING		LEVEL 3 ROWS	AR80L300	SFS-COX-01-DR-AR80L300	WAYFINDING - LEVEL 3 ROWS		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	00 - Whole Site																					
	SFS	COX	01	DR	AR	80	L3	01	ARCHITECTURAL SERVICES	WAYFINDING		LEVEL 3 ZONE A	AR80L301	SFS-COX-01-DR-AR80L301	WAYFINDING - LEVEL 3 ZONE A		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	01 - Building Zone A																					
	SFS	COX	01	DR	AR	80	L3	02	ARCHITECTURAL SERVICES	WAYFINDING		LEVEL 3 ZONE B	AR80L302	SFS-COX-01-DR-AR80L302	WAYFINDING - LEVEL 3 ZONE B		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	02 - Building Zone B																					
	SFS	COX	01	DR	AR	80	L4	00	ARCHITECTURAL SERVICES	WAYFINDING		LEVEL 4 ROWS	AR80L400	SFS-COX-01-DR-AR80L400	WAYFINDING - LEVEL 4 ROWS		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	00 - Whole Site																					
	SFS	COX	01	DR	AR	80	L4	01	ARCHITECTURAL SERVICES	WAYFINDING		LEVEL 4 ZONE A	AR80L401	SFS-COX-01-DR-AR80L401	WAYFINDING - LEVEL 4 ZONE A		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	01 - Building Zone A																					
	SFS	COX	01	DR	AR	80	L4	02	ARCHITECTURAL SERVICES	WAYFINDING		LEVEL 4 ZONE B	AR80L402	SFS-COX-01-DR-AR80L402	WAYFINDING - LEVEL 4 ZONE B		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	02 - Building Zone B																					
	SFS	COX	01	DR	AR	80	L4	03	ARCHITECTURAL SERVICES	WAYFINDING		LEVEL 4 ZONE C	AR80L403	SFS-COX-01-DR-AR80L403	WAYFINDING - LEVEL 4 ZONE C		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	03 - Building Zone C																					
	SFS	COX	01	DR	AR	80	L4	06	ARCHITECTURAL SERVICES	WAYFINDING		LEVEL 4 ZONE F	AR80L406	SFS-COX-01-DR-AR80L406	WAYFINDING - LEVEL 4 ZONE F		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	06 - Building Zone F																					
	SFS	COX	01	DR	AR	80	L5	00	ARCHITECTURAL SERVICES	WAYFINDING		LEVEL 5 ROWS	AR80L500	SFS-COX-01-DR-AR80L500	WAYFINDING - LEVEL 5 ROWS		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L5 - Level 5	COX Architects	00 - Whole Site																					
	SFS	COX	01	DR	AR	81	L0	01	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		BASEMENT ZONE A	AR81L001	SFS-COX-01-DR-AR81L001	STATUTORY SIGNAGE - BASEMENT ZONE A		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	01 - Building Zone A																					
	SFS	COX	01	DR	AR	81	L0	02	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		BASEMENT ZONE B	AR81L002	SFS-COX-01-DR-AR81L002	STATUTORY SIGNAGE - BASEMENT ZONE B		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	02 - Building Zone B																					
	SFS	COX	01	DR	AR	81	L0	03	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		BASEMENT ZONE C	AR81L003	SFS-COX-01-DR-AR81L003	STATUTORY SIGNAGE - BASEMENT ZONE C		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	03 - Building Zone C																					
	SFS	COX	01	DR	AR	81	L0	04	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		BASEMENT ZONE D	AR81L004	SFS-COX-01-DR-AR81L004	STATUTORY SIGNAGE - BASEMENT ZONE D		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	04 - Building Zone D																					
	SFS	COX	01	DR	AR	81	L0	05	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		BASEMENT ZONE E	AR81L005	SFS-COX-01-DR-AR81L005	STATUTORY SIGNAGE - BASEMENT ZONE E		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	05 - Building Zone E																					
	SFS	COX	01	DR	AR	81	L0	06	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		BASEMENT ZONE F	AR81L006	SFS-COX-01-DR-AR81L006	STATUTORY SIGNAGE - BASEMENT ZONE F		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	06 - Building Zone F																					
	SFS	COX	01	DR	AR	81	L1M	01	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		CONCOURSE MEZZANINE ZONE A	AR81L1M01	SFS-COX-01-DR-AR81L1M01	STATUTORY SIGNAGE - CONCOURSE MEZZANINE ZONE A		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	01 - Building Zone A																					
	SFS	COX	01	DR	AR	81	L1M	02	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		CONCOURSE MEZZANINE ZONE B	AR81L1M02	SFS-COX-01-DR-AR81L1M02	STATUTORY SIGNAGE - CONCOURSE MEZZANINE ZONE B		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	02 - Building Zone B																					
	SFS	COX	01	DR	AR	81	L1M	03	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		CONCOURSE MEZZANINE ZONE C	AR81L1M03	SFS-COX-01-DR-AR81L1M03	STATUTORY SIGNAGE - CONCOURSE MEZZANINE ZONE C		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	03 - Building Zone C																					
	SFS	COX	01	DR	AR	81	L1M	04	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		CONCOURSE MEZZANINE ZONE D	AR81L1M04	SFS-COX-01-DR-AR81L1M04	STATUTORY SIGNAGE - CONCOURSE MEZZANINE ZONE D		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	04 - Building Zone D																					
	SFS	COX	01	DR	AR	81	L1M	05	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		CONCOURSE MEZZANINE ZONE E	AR81L1M05	SFS-COX-01-DR-AR81L1M05	STATUTORY SIGNAGE - CONCOURSE MEZZANINE ZONE E		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	05 - Building Zone E																					
	SFS	COX	01	DR	AR	81	L1M	06	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		CONCOURSE MEZZANINE ZONE F	AR81L1M06	SFS-COX-01-DR-AR81L1M06	STATUTORY SIGNAGE - CONCOURSE MEZZANINE ZONE F		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	06 - Building Zone F																					
	SFS	COX	01	DR	AR	81	L1	01	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		CONCOURSE ZONE A	AR81L101	SFS-COX-01-DR-AR81L101	STATUTORY SIGNAGE - CONCOURSE ZONE A		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	01 - Building Zone A																					
	SFS	COX	01	DR	AR	81	L1	02	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		CONCOURSE ZONE B	AR81L102	SFS-COX-01-DR-AR81L102	STATUTORY SIGNAGE - CONCOURSE ZONE B		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	02 - Building Zone B																					
	SFS	COX	01	DR	AR	81	L1	03	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		CONCOURSE ZONE C	AR81L103	SFS-COX-01-DR-AR81L103	STATUTORY SIGNAGE - CONCOURSE ZONE C		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	03 - Building Zone C																					
	SFS	COX	01	DR	AR	81	L1	04	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		CONCOURSE ZONE D	AR81L104	SFS-COX-01-DR-AR81L104	STATUTORY SIGNAGE - CONCOURSE ZONE D		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	04 - Building Zone D																					
	SFS	COX	01	DR	AR	81	L1	05	ARCHITECTURAL SERVICES	STATUTORY SIGNAGE		CONCOURSE ZONE E	AR81L105	SFS-COX-01-DR-AR81L105	STATUTORY SIGNAGE - CONCOURSE ZONE E		SYDNEY	ARCHITECTURE/ILLUSTRATOR			0	1	200	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	05 - Building Zone E																					
